id1,category,details,pnr,startTime,endTime,status,staffId,ticket id, ticketDetails,feedback,rating,sentiment,metadata,media
381,damage_seat,The seat was extremely uncomfortable and had no cushion.,1351202020,2024-05-20 12:30:00,2024-05-20 13:45:00,completed,staff381,,,"The seat was replaced, but it was still not comfortable enough.",3,0.836251433233848,image381.jpg,video381.mp4
382,food,The food was too spicy and caused irritation.,1352303030,2024-05-22 12:00:00,2024-05-22 13:15:00,completed,staff382,,,"The food was replaced, but it was still too spicy for me.",2,0.5051407939103831,image382.jpg,video382.mp4
383,management,The staff didn’t respond to my inquiries in time.,1353404040,2024-05-24 12:15:00,2024-05-24 13:30:00,completed,staff383,,,Response time improved after my complaint.,3,0.3752595267809387,image383.jpg,video383.mp4
384,security,There was a lack of proper surveillance at the station.,1354505050,2024-05-26 12:30:00,2024-05-26 13:45:00,completed,staff384,,,Surveillance was improved after the complaint.,3,0.3405356454025977,image384.jpg,video384.mp4
385,damage_seat,The seat had a large crack and was not usable.,1355606060,2024-05-28 12:00:00,2024-05-28 13:15:00,completed,staff385,,,"The seat was replaced, but it still wasn’t very comfortable.",3,0.8183907771159129,image385.jpg,video385.mp4
386,food,The food quality was poor and lacked proper seasoning.,1356707070,2024-05-30 12:30:00,2024-05-30 13:45:00,completed,staff386,,,"The food was replaced, but it was still bland.",2,0.5436644456639738,image386.jpg,video386.mp4
387,food,The food was cold and had no taste.,1357808080,2024-06-01 12:00:00,2024-06-01 13:15:00,completed,staff387,,,"Food was replaced, but it still wasn’t hot enough.",2,0.3638138431485722,image387.jpg,video387.mp4
388,damage_seat,The seat was broken and couldn't be reclined.,1358909090,2024-06-03 12:15:00,2024-06-03 13:30:00,completed,staff388,,,"The seat was fixed, but the recliner function still didn’t work properly.",3,0.3918809185828426,image388.jpg,video388.mp4
389,security,"There was no security at the station platform, making me feel unsafe.",1360010101,2024-06-05 12:30:00,2024-06-05 13:45:00,completed,staff389,,,Security presence was increased after the complaint.,3,0.3545687516469932,image389.jpg,video389.mp4
390,food,The food was stale and poorly prepared.,1361111111,2024-06-07 12:00:00,2024-06-07 13:15:00,completed,staff390,,,"The food was replaced, but it still didn’t meet expectations.",2,0.6505963696102955,image390.jpg,video390.mp4
391,management,The staff were rude and not helpful at all.,1362212121,2024-06-09 12:15:00,2024-06-09 13:30:00,completed,staff391,,,"Staff behavior improved after my complaint, but the first interaction was unpleasant.",2,0.3634687225411178,image391.jpg,video391.mp4
392,food,The food had a strange taste and was not fresh.,1363313131,2024-06-11 12:30:00,2024-06-11 13:45:00,completed,staff392,,,"The food was replaced, but it still tasted off.",2,0.599082395897249,image392.jpg,video392.mp4
393,damage_seat,The seat was too small and uncomfortable for me.,1364414141,2024-06-13 12:00:00,2024-06-13 13:15:00,completed,staff393,,,"The seat was adjusted, but it was still too small.",3,0.2776554946672142,image393.jpg,video393.mp4
394,food,The food was burnt and not edible.,1365515151,2024-06-15 12:30:00,2024-06-15 13:45:00,completed,staff394,,,"The food was replaced, but the replacement was also burnt.",2,0.4545414346039211,image394.jpg,video394.mp4
395,management,"The station was not clean, and the washrooms were dirty.",1366616161,2024-06-17 12:00:00,2024-06-17 13:15:00,completed,staff395,,,"Cleanliness improved after the complaint, but it was initially unacceptable.",3,0.4201576452593292,image395.jpg,video395.mp4
396,food,The food was too sweet and not to my liking.,1367717171,2024-06-19 12:15:00,2024-06-19 13:30:00,completed,staff396,,,"Food was replaced, but it still wasn’t sweet enough for me.",3,0.5159124137963053,image396.jpg,video396.mp4
397,security,There was a lack of visible security staff at the station.,1368818181,2024-06-21 12:30:00,2024-06-21 13:45:00,completed,staff397,,,Security staff were increased after the complaint.,3,0.5818327664035076,image397.jpg,video397.mp4
398,damage_seat,The seat was shaking and could not be used comfortably.,1369919191,2024-06-23 12:00:00,2024-06-23 13:15:00,completed,staff398,,,"The seat was fixed, but the issue returned.",3,0.6158330954200129,image398.jpg,video398.mp4
399,food,The food was tasteless and poorly cooked.,1371020202,2024-06-25 12:15:00,2024-06-25 13:30:00,completed,staff399,,,"Food was replaced, but it still wasn’t satisfying.",2,0.318323091434072,image399.jpg,video399.mp4
400,management,The staff were slow to respond to my queries.,1372121212,2024-06-27 12:30:00,2024-06-27 13:45:00,completed,staff400,,,Response time improved after the complaint.,3,0.3698060282921629,image400.jpg,video400.mp4
401,security,The station had no visible security staff during the night.,1373223232,2024-05-01 12:15:00,2024-05-01 13:30:00,completed,staff401,,,Security staff presence was improved after my complaint.,3,0.6296613834785927,image401.jpg,video401.mp4
402,security,There was no proper screening at the station entrance.,1374324242,2024-05-03 12:30:00,2024-05-03 13:45:00,completed,staff402,,,Screening measures were enhanced after my complaint.,3,0.3919821752347708,image402.jpg,video402.mp4
403,security,There was a lack of security checks on the train.,1375425252,2024-05-05 12:00:00,2024-05-05 13:15:00,completed,staff403,,,Security checks were conducted after my complaint.,3,0.4411381497743042,image403.jpg,video403.mp4
404,security,"The station platform was poorly lit, making it unsafe.",1376526262,2024-05-07 12:15:00,2024-05-07 13:30:00,completed,staff404,,,Lighting was improved at the platform after the complaint.,3,0.3640433883081594,image404.jpg,video404.mp4
405,security,There were no CCTV cameras in the station area.,1377627272,2024-05-09 12:30:00,2024-05-09 13:45:00,completed,staff405,,,CCTV cameras were installed after my complaint.,3,0.3910854757034618,image405.jpg,video405.mp4
406,security,The security staff was rude and unhelpful when I asked for assistance.,1378728282,2024-05-11 12:00:00,2024-05-11 13:15:00,completed,staff406,,,Staff behavior improved after my complaint.,2,0.5254576962695857,image406.jpg,video406.mp4
407,security,There was no security during the late-night hours at the station.,1379829292,2024-05-13 12:15:00,2024-05-13 13:30:00,completed,staff407,,,Security presence was increased after the complaint.,3,0.3545687516469932,image407.jpg,video407.mp4
408,security,No security checks were conducted before boarding the train.,1380930303,2024-05-15 12:30:00,2024-05-15 13:45:00,completed,staff408,,,Security checks were carried out after the complaint.,3,0.2970009011013115,image408.jpg,video408.mp4
409,security,"I was harassed by a group of people, and no security personnel responded.",1382031313,2024-05-17 12:00:00,2024-05-17 13:15:00,completed,staff409,,,The situation was handled better after my complaint.,2,0.6580681389586486,image409.jpg,video409.mp4
410,security,The security checks at the station were extremely slow and inefficient.,1383132323,2024-05-19 12:15:00,2024-05-19 13:30:00,completed,staff410,,,Security checks were faster after my complaint.,3,0.4733695892083891,image410.jpg,video410.mp4
411,security,"The station entrance was overcrowded, and no security was managing the crowd.",1384233333,2024-05-21 12:30:00,2024-05-21 13:45:00,completed,staff411,,,Crowd control was improved after my complaint.,3,0.4737175423211487,image411.jpg,video411.mp4
412,security,There were no metal detectors at the station entrance.,1385334343,2024-05-23 12:00:00,2024-05-23 13:15:00,completed,staff412,,,Metal detectors were installed after my complaint.,3,0.338023133766591,image412.jpg,video412.mp4
413,security,Security staff did not check bags properly before boarding.,1386435353,2024-05-25 12:15:00,2024-05-25 13:30:00,completed,staff413,,,Bag checks were enforced more strictly after my complaint.,3,0.3737901020810285,image413.jpg,video413.mp4
414,security,"I witnessed a fight, and no security responded immediately.",1387536363,2024-05-27 12:30:00,2024-05-27 13:45:00,completed,staff414,,,Security response improved after my complaint.,2,0.4170167306369001,image414.jpg,video414.mp4
415,security,There were no security staff visible on the platform after dark.,1388637373,2024-05-29 12:00:00,2024-05-29 13:15:00,completed,staff415,,,Security presence was increased after the complaint.,3,0.3545687516469932,image415.jpg,video415.mp4
416,security,There were no police officers visible at the station during rush hours.,1389738383,2024-05-31 12:15:00,2024-05-31 13:30:00,completed,staff416,,,Police presence was increased during rush hours after my complaint.,3,0.2106619647839636,image416.jpg,video416.mp4
417,security,There were no security personnel present near the ticket counter.,1390839393,2024-06-02 12:00:00,2024-06-02 13:15:00,completed,staff417,,,Security was placed near the ticket counter after the complaint.,3,0.7478453679655054,image417.jpg,video417.mp4
418,security,Security checks were only conducted at random and not thoroughly.,1391940404,2024-06-04 12:15:00,2024-06-04 13:30:00,completed,staff418,,,Security checks became more thorough after my complaint.,3,0.3248890217454249,image418.jpg,video418.mp4
419,security,The security guard was chatting on his phone and ignoring the situation.,1393041414,2024-06-06 12:30:00,2024-06-06 13:45:00,completed,staff419,,,The security guard's behavior improved after my complaint.,2,0.343729906944053,image419.jpg,video419.mp4
420,security,There was no coordination between the security staff during a rush.,1394142424,2024-06-08 12:00:00,2024-06-08 13:15:00,completed,staff420,,,Security coordination improved after my complaint.,3,0.4053157372859153,image420.jpg,video420.mp4
421,security,"The station had insufficient lighting in some areas, making it unsafe.",1395243434,2024-06-10 12:15:00,2024-06-10 13:30:00,completed,staff421,,,Lighting was improved after the complaint.,3,0.429174888571037,image421.jpg,video421.mp4
422,security,There was no one to manage the crowd at the platform during peak hours.,1396344444,2024-06-12 12:00:00,2024-06-12 13:15:00,completed,staff422,,,Crowd management was improved after my complaint.,3,0.4167443057125313,image422.jpg,video422.mp4
423,security,The security staff was absent during a scheduled event at the station.,1397445454,2024-06-14 12:15:00,2024-06-14 13:30:00,completed,staff423,,,Security was present for future events after my complaint.,3,0.443792890920385,image423.jpg,video423.mp4
424,security,There was no one patrolling the station during the night shift.,1398546464,2024-06-16 12:00:00,2024-06-16 13:15:00,completed,staff424,,,Patrolling was initiated after my complaint.,3,0.3717789426334053,image424.jpg,video424.mp4
425,security,Security staff was not allowing passengers to board with their bags.,1399647474,2024-06-18 12:15:00,2024-06-18 13:30:00,completed,staff425,,,Staff allowed passengers to board with bags after the complaint.,3,0.8620407527723005,image425.jpg,video425.mp4
426,security,There was no emergency protocol followed when a fight broke out.,1400748484,2024-06-20 12:00:00,2024-06-20 13:15:00,completed,staff426,,,Emergency protocols were improved after my complaint.,3,0.4027482257376276,image426.jpg,video426.mp4
428,security,There were no security personnel visible at the station during rush hours.,1402950505,2024-07-01 12:00:00,2024-07-01 13:15:00,completed,staff428,,,Security presence was increased during rush hours after my complaint.,3,0.3125577609845621,image428.jpg,video428.mp4
429,security,Security checks were not performed at the train station gates.,1404051515,2024-07-03 12:15:00,2024-07-03 13:30:00,completed,staff429,,,Security checks were enforced after my complaint.,3,0.4411381497743042,image429.jpg,video429.mp4
430,security,There were no visible security staff during the late-night hours.,1405152525,2024-07-05 12:00:00,2024-07-05 13:15:00,completed,staff430,,,Security was deployed at night after my complaint.,3,0.3654545597792175,image430.jpg,video430.mp4
431,security,No security personnel checked the bags at the station entrance.,1406253535,2024-07-07 12:15:00,2024-07-07 13:30:00,completed,staff431,,,Bag checks were conducted after my complaint.,3,0.4601377960255172,image431.jpg,video431.mp4
432,security,There were no police officers present at the station during peak hours.,1407354545,2024-07-09 12:00:00,2024-07-09 13:15:00,completed,staff432,,,Police presence was increased during peak hours after my complaint.,3,0.2012575537679195,image432.jpg,video432.mp4
433,security,The security staff was not present during the scheduled train departure.,1408455555,2024-07-11 12:15:00,2024-07-11 13:30:00,completed,staff433,,,Security was present at future train departures after my complaint.,3,0.451388596281482,image433.jpg,video433.mp4
434,security,There was no security checkpoint at the station when I arrived.,1409556565,2024-07-13 12:00:00,2024-07-13 13:15:00,completed,staff434,,,A security checkpoint was established after my complaint.,3,0.4247516752500377,image434.jpg,video434.mp4
435,security,The security guard was rude and unhelpful when I asked for assistance.,1410657575,2024-07-15 12:15:00,2024-07-15 13:30:00,completed,staff435,,,Staff behavior improved after my complaint.,2,0.5254576962695857,image435.jpg,video435.mp4
436,security,No security staff responded when I witnessed a suspicious activity.,1411758585,2024-07-17 12:00:00,2024-07-17 13:15:00,completed,staff436,,,Security response improved after my complaint.,2,0.4170167306369001,image436.jpg,video436.mp4
437,security,There was no security in the parking area at the station.,1412859595,2024-07-19 12:15:00,2024-07-19 13:30:00,completed,staff437,,,Security was placed in the parking area after my complaint.,3,0.6169662063380807,image437.jpg,video437.mp4
438,security,There was no coordination between security staff during an emergency situation.,1413960606,2024-07-21 12:00:00,2024-07-21 13:15:00,completed,staff438,,,Security coordination improved after the complaint.,3,0.4003162977202176,image438.jpg,video438.mp4
439,security,The security staff was not monitoring the platform properly during the night.,1415061616,2024-07-23 12:15:00,2024-07-23 13:30:00,completed,staff439,,,Security was deployed to monitor the platform at night after my complaint.,3,0.3663388876730593,image439.jpg,video439.mp4
440,security,There was no one patrolling the station during late-night hours.,1416162626,2024-07-25 12:00:00,2024-07-25 13:15:00,completed,staff440,,,Patrolling was conducted during late-night hours after my complaint.,3,0.3026689460252615,image440.jpg,video440.mp4
441,security,The train station had no security staff to manage the crowd during rush hours.,1417263636,2024-07-27 12:15:00,2024-07-27 13:30:00,completed,staff441,,,Crowd management was improved after my complaint.,3,0.4167443057125313,image441.jpg,video441.mp4
442,security,There was no one checking the bags of passengers at the ticket counter.,1418364646,2024-07-29 12:00:00,2024-07-29 13:15:00,completed,staff442,,,Bag checks were introduced at the ticket counter after the complaint.,3,0.4647392241872795,image442.jpg,video442.mp4
443,security,"The station had insufficient lighting, making it unsafe.",1419465656,2024-07-31 12:15:00,2024-07-31 13:30:00,completed,staff443,,,Lighting was improved after my complaint.,3,0.4334677523068355,image443.jpg,video443.mp4
444,security,The security staff was not available at the entrance when I arrived at the station.,1420566666,2024-08-02 12:00:00,2024-08-02 13:15:00,completed,staff444,,,Security staff presence was improved after the complaint.,3,0.6307606069537134,image444.jpg,video444.mp4
445,security,The station had no emergency exit plan visible for passengers.,1421667676,2024-08-04 12:15:00,2024-08-04 13:30:00,completed,staff445,,,Emergency exit plans were posted after my complaint.,3,0.4383640115532114,image445.jpg,video445.mp4
446,security,There was no security during the rush at the platform.,1422768686,2024-08-06 12:00:00,2024-08-06 13:15:00,completed,staff446,,,Security was deployed during rush hours after the complaint.,3,0.3398733415677725,image446.jpg,video446.mp4
447,security,"There was no security at the station entrance, leading to safety concerns.",1423869696,2024-08-08 12:15:00,2024-08-08 13:30:00,completed,staff447,,,Security was stationed at the entrance after my complaint.,3,0.5778133447139326,image447.jpg,video447.mp4
448,security,There was no patrolling during the night shift at the station.,1424970706,2024-08-10 12:00:00,2024-08-10 13:15:00,completed,staff448,,,Patrolling was introduced during night shifts after my complaint.,3,0.2807223284620854,image448.jpg,video448.mp4
449,security,The security staff ignored me when I reported a suspicious person at the station.,1426071717,2024-08-12 12:15:00,2024-08-12 13:30:00,completed,staff449,,,Security response improved after my complaint.,2,0.4170167306369001,image449.jpg,video449.mp4
450,security,There was no proper screening of passengers at the entrance.,1427172727,2024-08-14 12:00:00,2024-08-14 13:15:00,completed,staff450,,,Passenger screening was enforced after my complaint.,3,0.3717789426334053,image450.jpg,video450.mp4
451,security,Security staff did not respond to the alarm when triggered.,1428273737,2024-08-16 12:15:00,2024-08-16 13:30:00,completed,staff451,,,Security response time improved after my complaint.,2,0.4163041306695791,image451.jpg,video451.mp4
452,security,No security personnel was stationed near the ticketing counter.,1429374747,2024-08-18 12:00:00,2024-08-18 13:15:00,completed,staff452,,,Security was stationed near the counter after my complaint.,3,0.7653284861699057,image452.jpg,video452.mp4
453,security,The security guard was unhelpful when I asked for assistance.,1430475757,2024-08-20 12:15:00,2024-08-20 13:30:00,completed,staff453,,,The security guard's behavior improved after my complaint.,2,0.343729906944053,image453.jpg,video453.mp4
454,security,There was no visible security staff when I entered the station at night.,1431576767,2024-08-22 12:00:00,2024-08-22 13:15:00,completed,staff454,,,Security staff presence was improved after my complaint.,3,0.6296613834785927,image454.jpg,video454.mp4
455,security,Security did not intervene when I reported a suspicious activity near the platform.,1432677777,2024-08-24 12:15:00,2024-08-24 13:30:00,completed,staff455,,,Security response improved after my complaint.,2,0.4170167306369001,image455.jpg,video455.mp4
456,security,There was no proper crowd control during the station's peak hours.,1433778787,2024-08-26 12:00:00,2024-08-26 13:15:00,completed,staff456,,,Crowd control measures were implemented after my complaint.,3,0.516466088222179,image456.jpg,video456.mp4
457,security,Security staff were not present during the late-night train departure.,1434879797,2024-09-01 12:00:00,2024-09-01 13:15:00,completed,staff457,,,Security presence was enhanced during late-night hours after my complaint.,3,0.3489573549006613,image457.jpg,video457.mp4
458,security,No one was checking passenger bags at the station entrance.,1435980808,2024-09-03 12:15:00,2024-09-03 13:30:00,completed,staff458,,,Security bag checks were implemented after my complaint.,3,0.4961337293335917,image458.jpg,video458.mp4
459,security,Security staff ignored a suspicious person loitering near the platform.,1437081818,2024-09-05 12:00:00,2024-09-05 13:15:00,completed,staff459,,,Security response improved after my complaint.,2,0.4170167306369001,image459.jpg,video459.mp4
460,security,There were no police officers visible on the platform during rush hour.,1438182828,2024-09-07 12:15:00,2024-09-07 13:30:00,completed,staff460,,,Police officers were stationed on the platform after my complaint.,3,0.2704122720511806,image460.jpg,video460.mp4
461,security,The station had insufficient lighting near the waiting area.,1439283838,2024-09-09 12:00:00,2024-09-09 13:15:00,completed,staff461,,,Lighting was improved near the waiting area after my complaint.,3,0.7448927966249268,image461.jpg,video461.mp4
462,security,There were no security personnel in the parking area during peak hours.,1440384848,2024-09-11 12:15:00,2024-09-11 13:30:00,completed,staff462,,,Security presence in the parking area was increased after my complaint.,3,0.4880344085768137,image462.jpg,video462.mp4
463,security,Security did not respond to the alarm triggered near the platform.,1441485858,2024-09-13 12:00:00,2024-09-13 13:15:00,completed,staff463,,,Security response time improved after my complaint.,2,0.4163041306695791,image463.jpg,video463.mp4
464,security,There was no one patrolling the station during the night shift.,1442586868,2024-09-15 12:15:00,2024-09-15 13:30:00,completed,staff464,,,Night patrolling was implemented after my complaint.,3,0.3653066193117995,image464.jpg,video464.mp4
465,security,There was no security at the station entrance when I arrived.,1443687878,2024-09-17 12:00:00,2024-09-17 13:15:00,completed,staff465,,,Security presence at the entrance was increased after my complaint.,3,0.4918091701976556,image465.jpg,video465.mp4
466,security,The security guard was rude when I asked for help finding my lost item.,1444788888,2024-09-19 12:15:00,2024-09-19 13:30:00,completed,staff466,,,The security guard's behavior improved after my complaint.,2,0.343729906944053,image466.jpg,video466.mp4
467,security,No security staff was present during the emergency evacuation drill.,1445889898,2024-09-21 12:00:00,2024-09-21 13:15:00,completed,staff467,,,Security personnel were stationed during drills after my complaint.,3,0.6154727389630404,image467.jpg,video467.mp4
468,security,There was no visible security at the station's exit gates.,1446990908,2024-09-23 12:15:00,2024-09-23 13:30:00,completed,staff468,,,Security was stationed at the exit gates after my complaint.,3,0.4203775420814183,image468.jpg,video468.mp4
469,security,Security ignored a suspicious bag left unattended near the station platform.,1448091918,2024-09-25 12:00:00,2024-09-25 13:15:00,completed,staff469,,,Security response improved after my complaint.,2,0.4170167306369001,image469.jpg,video469.mp4
470,security,There was no security staff to manage the crowd at the station's entrance.,1449192928,2024-09-27 12:15:00,2024-09-27 13:30:00,completed,staff470,,,Security was deployed for crowd control after my complaint.,3,0.5169301642650915,image470.jpg,video470.mp4
471,security,No security personnel were monitoring the station's CCTV cameras.,1450293938,2024-09-29 12:00:00,2024-09-29 13:15:00,completed,staff471,,,CCTV monitoring was improved after my complaint.,3,0.3476769347939168,image471.jpg,video471.mp4
472,security,There was no security during the late-night train arrival.,1451394948,2024-10-01 12:15:00,2024-10-01 13:30:00,completed,staff472,,,Security was stationed during late-night arrivals after my complaint.,3,0.3577176057667475,image472.jpg,video472.mp4
473,security,The security guard was not responsive when I reported a theft.,1452495958,2024-10-03 12:00:00,2024-10-03 13:15:00,completed,staff473,,,The response time of security improved after my complaint.,2,0.4365073549216474,image473.jpg,video473.mp4
474,security,The station lacked proper signage for emergency exits.,1453596968,2024-10-05 12:15:00,2024-10-05 13:30:00,completed,staff474,,,Signage was updated after my complaint.,3,0.3575196399211184,image474.jpg,video474.mp4
475,security,There was no security personnel in the station's food court.,1454697978,2024-10-07 12:00:00,2024-10-07 13:15:00,completed,staff475,,,Security presence in the food court was increased after my complaint.,3,0.4913718388946941,image475.jpg,video475.mp4
476,security,Security did not take action when I reported a suspicious package at the station.,1455798988,2024-10-09 12:15:00,2024-10-09 13:30:00,completed,staff476,,,Security response was improved after my complaint.,2,0.4098540538136186,image476.jpg,video476.mp4
477,security,There were no security personnel during the station's peak hours.,1456900000,2024-10-11 12:00:00,2024-10-11 13:15:00,completed,staff477,,,Security presence was increased during peak hours after my complaint.,3,0.2989327241053541,image477.jpg,video477.mp4
478,security,The station lacked proper security arrangements at the ticket counters.,1458001010,2024-10-13 12:15:00,2024-10-13 13:30:00,completed,staff478,,,Security at ticket counters was improved after my complaint.,3,0.3540225944807657,image478.jpg,video478.mp4
479,security,Security ignored a minor conflict between passengers at the platform.,1459102020,2024-10-15 12:00:00,2024-10-15 13:15:00,completed,staff479,,,Security intervention was improved after my complaint.,2,0.3971857319085853,image479.jpg,video479.mp4
480,security,There were no security officers at the platform during the rush hour.,1460203030,2024-10-17 12:15:00,2024-10-17 13:30:00,completed,staff480,,,Security officers were deployed during rush hour after my complaint.,3,0.3365408641167416,image480.jpg,video480.mp4
481,security,No one was monitoring the CCTV cameras when a crime was reported.,1461304040,2024-10-19 12:00:00,2024-10-19 13:15:00,completed,staff481,,,CCTV monitoring was re-established after my complaint.,2,0.3762466471333835,image481.jpg,video481.mp4
482,security,The station's emergency exits were blocked by construction materials.,1462405050,2024-10-21 12:15:00,2024-10-21 13:30:00,completed,staff482,,,Construction materials were cleared from emergency exits after my complaint.,3,0.4128787318617744,image482.jpg,video482.mp4
483,security,There was no security at the train's boarding platform.,1463506060,2024-10-23 12:00:00,2024-10-23 13:15:00,completed,staff483,,,Security presence was increased at the boarding platform after my complaint.,3,0.357369584216091,image483.jpg,video483.mp4
484,security,The station was overcrowded with no crowd control measures in place.,1464607070,2024-10-25 12:15:00,2024-10-25 13:30:00,completed,staff484,,,Crowd control measures were implemented after my complaint.,3,0.516466088222179,image484.jpg,video484.mp4
485,food,The food served on the train was stale and not fresh.,1465708080,2024-12-01 12:00:00,2024-12-01 13:15:00,completed,staff485,,,Food quality improved after my complaint.,2,0.5119950133309734,image485.jpg,video485.mp4
486,damage_seat,The seat I was assigned was broken and uncomfortable.,1466809090,2024-12-03 12:15:00,2024-12-03 13:30:00,completed,staff486,,,Seat was replaced after my complaint.,2,0.5151246747569445,image486.jpg,video486.mp4
487,security,There were no security personnel at the station entrance during peak hours.,1467910100,2024-12-05 12:00:00,2024-12-05 13:15:00,completed,staff487,,,Security presence increased after my complaint.,3,0.3668110133923816,image487.jpg,video487.mp4
488,unhygenic_toilet,The toilet was extremely dirty and unhygienic during my trip.,1469011110,2024-12-07 12:15:00,2024-12-07 13:30:00,completed,staff488,,,The toilet was cleaned after my complaint.,1,0.5792228491386717,image488.jpg,video488.mp4
489,food,The food served was bland and tasteless.,1470112120,2024-12-09 12:00:00,2024-12-09 13:15:00,completed,staff489,,,Food taste was improved after my complaint.,2,0.4258124727660557,image489.jpg,video489.mp4
490,management,There was no clear direction given for boarding the train.,1471213130,2024-12-11 12:15:00,2024-12-11 13:30:00,completed,staff490,,,Boarding instructions were improved after my complaint.,3,0.413899488422731,image490.jpg,video490.mp4
491,unhygenic_compartment,"The compartment was dirty, and there was no cleaning staff available.",1472314140,2024-12-13 12:00:00,2024-12-13 13:15:00,completed,staff491,,,The compartment was cleaned after my complaint.,1,0.5722033337310634,image491.jpg,video491.mp4
492,management,The staff were unhelpful when I needed assistance with my luggage.,1473415150,2024-12-15 12:15:00,2024-12-15 13:30:00,completed,staff492,,,Staff behavior improved after my complaint.,2,0.5254576962695857,image492.jpg,video492.mp4
493,food,The food quality was inconsistent and subpar.,1474516160,2024-12-17 12:00:00,2024-12-17 13:15:00,completed,staff493,,,Food quality improved after my complaint.,2,0.5119950133309734,image493.jpg,video493.mp4
494,damage_window,"The window was broken, and I could not close it properly.",1475617170,2024-12-19 12:15:00,2024-12-19 13:30:00,completed,staff494,,,Window was repaired after my complaint.,2,0.5245175197272697,image494.jpg,video494.mp4
495,security,Security did not respond when I reported a suspicious activity near the platform.,1476718180,2024-12-21 12:00:00,2024-12-21 13:15:00,completed,staff495,,,Security response time improved after my complaint.,2,0.4163041306695791,image495.jpg,video495.mp4
496,unhygenic_toilet,The washbasin in the restroom was clogged and dirty.,1477819190,2024-12-23 12:15:00,2024-12-23 13:30:00,completed,staff496,,,The washbasin was cleaned and fixed after my complaint.,1,0.6446201431736936,image496.jpg,video496.mp4
497,security,There was no security present during the night shift at the station.,1478920200,2024-12-25 12:00:00,2024-12-25 13:15:00,completed,staff497,,,Security presence was increased during night shifts after my complaint.,3,0.3001736347787559,image497.jpg,video497.mp4
498,food,The food served on the train was cold and unappetizing.,1480021210,2024-12-27 12:15:00,2024-12-27 13:30:00,completed,staff498,,,Food temperature was improved after my complaint.,2,0.4145501409391624,image498.jpg,video498.mp4
499,damage_seat,"The seat was broken, and I couldn't adjust it during the trip.",1481122220,2024-12-29 12:00:00,2024-12-29 13:15:00,completed,staff499,,,The seat was fixed after my complaint.,2,0.5237794238079829,image499.jpg,video499.mp4
500,management,There was no proper queue management at the ticket counter.,1482223230,2024-12-31 12:15:00,2024-12-31 13:30:00,completed,staff500,,,Queue management was improved after my complaint.,3,0.3622139758411351,image500.jpg,video500.mp4
501,food,The food served was stale and lacked freshness.,1483324240,2024-12-02 12:00:00,2024-12-02 13:15:00,completed,staff501,,,Food quality improved after my complaint.,2,0.5119950133309734,image501.jpg,video501.mp4
502,security,Security was absent at the station during a peak time.,1484425250,2024-12-04 12:15:00,2024-12-04 13:30:00,completed,staff502,,,Security presence increased after my complaint.,3,0.3668110133923816,image502.jpg,video502.mp4
503,damage_seat,The seat was stained and not cleaned properly.,1485526260,2024-12-06 12:00:00,2024-12-06 13:15:00,completed,staff503,,,The seat was cleaned and replaced after my complaint.,2,0.6954366577784165,image503.jpg,video503.mp4
504,unhygenic_toilet,The toilet was unusable due to a lack of cleanliness and maintenance.,1486627270,2024-12-08 12:15:00,2024-12-08 13:30:00,completed,staff504,,,Toilet was cleaned after my complaint.,1,0.5566922240415857,image504.jpg,video504.mp4
505,security,Security was not visible during the station's late-night operations.,1487728280,2024-12-10 12:00:00,2024-12-10 13:15:00,completed,staff505,,,Security presence was increased during late-night hours after my complaint.,3,0.3142088923502666,image505.jpg,video505.mp4
506,management,The staff were slow in providing assistance during the check-in process.,1488829290,2024-12-12 12:15:00,2024-12-12 13:30:00,completed,staff506,,,Assistance speed improved after my complaint.,2,0.4526267907530803,image506.jpg,video506.mp4
507,food,The food options were limited and lacked variety.,1489930300,2024-12-14 12:00:00,2024-12-14 13:15:00,completed,staff507,,,Food options were expanded after my complaint.,2,0.5666361833009528,image507.jpg,video507.mp4
508,unhygenic_compartment,"The compartment was dirty, with litter all around.",1491031310,2024-12-16 12:15:00,2024-12-16 13:30:00,completed,staff508,,,Compartment was cleaned after my complaint.,1,0.5472051932231767,image508.jpg,video508.mp4
509,management,The staff were not managing the crowd efficiently at the platform.,1492132320,2024-12-18 12:00:00,2024-12-18 13:15:00,completed,staff509,,,Crowd management improved after my complaint.,2,0.4236782200327549,image509.jpg,video509.mp4
510,damage_window,The train's window was broken and caused discomfort during the journey.,1493233330,2024-12-20 12:15:00,2024-12-20 13:30:00,completed,staff510,,,Window was repaired after my complaint.,2,0.5245175197272697,image510.jpg,video510.mp4
511,security,Security staff ignored a suspicious activity near the ticket counter.,1494334340,2024-12-22 12:00:00,2024-12-22 13:15:00,completed,staff511,,,Security response improved after my complaint.,2,0.4170167306369001,image511.jpg,video511.mp4
512,unhygenic_toilet,The washbasin was clogged and emitting a foul odor.,1495435350,2024-12-24 12:15:00,2024-12-24 13:30:00,completed,staff512,,,Washbasin was fixed and cleaned after my complaint.,1,0.6282493716470189,image512.jpg,video512.mp4
513,management,The staff were not responding to requests for information regarding train delays.,1496536360,2024-12-26 12:00:00,2024-12-26 13:15:00,completed,staff513,,,Staff responsiveness improved after my complaint.,2,0.6286620403523552,image513.jpg,video513.mp4
